customer_id,customer_type,city,registration_date
CU00331,Fleet,Faridabad,2024-02-09
CU00332,Individual,Delhi,2025-01-17
CU00333,Individual,Noida,2023-03-09
CU00334,Individual,Gurgaon,2023-12-11
CU00335,Individual,Delhi,2024-03-04
CU00336,Individual,Delhi,2023-12-13
CU00337,Individual,Ghaziabad,2025-01-27
CU00338,Individual,GHAZIABAD,2023-06-23
CU00339,Fleet,Ghaziabad,2023-08-24
CU00340,Individual,Delhi,2025-03-15
CU00341,Fleet,Gurgaon,2022-09-14
CU00342,Individual,Faridabad,2025-04-27
CU00343,Individual,Ghaziabad,2025-06-17
CU00344,Individual,Gurgaon,2024-05-20
CU00345,Fleet,Noida,2024-06-17
CU00346,Fleet,Ghaziabad,2024-03-19
CU00347,Fleet,Faridabad,2023-11-08
CU00348,Individual,Noida,2022-09-28
CU00349,Individual,Noida,2023-07-04
CU00350,Individual,Faridabad,2025-02-11
CU00351,Individual,Ghaziabad,2023-07-22
CU00352,Individual,DELHI,2024-09-12
CU00353,Individual,Faridabad,2022-12-25
CU00354,Individual,Faridabad,2025-04-07
CU00355,Individual,Faridabad,2024-03-08
CU00356,Individual,Noida,2024-06-05
CU00357,Fleet,Gurgaon,2025-05-07
CU00358,Individual,Delhi,2022-07-30
CU00359,Individual,Ghaziabad,2022-10-14
CU00360,Individual,Ghaziabad,2024-01-13
CU00361,Individual,Gurgaon,2024-11-12
CU00362,Individual,Faridabad,2025-02-06
CU00363,Individual,Delhi,2022-10-23
CU00364,Fleet,Ghaziabad,2022-01-06
CU00365,Individual,Ghaziabad,2023-07-04
CU00366,Individual,Faridabad,2023-11-12
CU00367,Individual,Gurgaon,2024-03-05
CU00368,Fleet,Delhi,2022-07-22
CU00369,Fleet,Gurgaon,2022-11-21
CU00370,Fleet,Gurgaon,2024-04-04
CU00371,Fleet,Delhi,2022-09-01
CU00372,Fleet,Delhi,2022-11-23
CU00373,Fleet,Ghaziabad,2024-09-13
CU00374,Individual,Ghaziabad,2024-12-06
CU00375,Individual,Delhi,2024-01-31
CU00376,Fleet,Noida,2024-11-02
CU00377,Individual,Ghaziabad,2024-06-25
CU00378,Individual,Noida,2022-12-31
CU00379,Individual,Delhi,2025-05-29
CU00380,Fleet,Ghaziabad,2022-03-14
CU00381,Individual,Gurgaon,2024-12-05
CU00382,Individual,Delhi,2022-10-01
CU00383,Individual,Faridabad,2022-07-27
CU00384,Individual,Noida,2022-05-04
CU00385,Individual,Delhi,2024-10-30
CU00386,Individual,Delhi,2025-04-25
CU00387,Individual,Ghaziabad,2023-06-27
CU00388,Individual,Ghaziabad,2022-03-01
CU00389,Fleet,Ghaziabad,2024-06-17
CU00390,Individual,Faridabad,2024-06-04
CU00391,Individual,Ghaziabad,2024-02-21
CU00392,Individual,Delhi,2023-03-18
CU00393,Individual,Ghaziabad,2025-05-25
CU00394,Individual,Gurgaon,2024-06-29
CU00395,Individual,Ghaziabad,2024-10-22
CU00396,Individual,Faridabad,2024-04-11
CU00397,Individual,Gurgaon,2024-10-04
CU00398,Fleet,Delhi,2023-09-18
CU00399,Individual,Delhi,2025-04-03
CU00400,Individual,Noida,2024-09-24
CU00401,Individual,Gurgaon,2024-01-04
CU00402,Individual,Noida,2022-04-01
CU00403,Individual,Gurgaon,2022-06-16
CU00404,Individual,Gurgaon,2024-08-16
CU00405,Individual,Faridabad,2022-07-26
CU00406,Individual,Noida,2024-12-24
CU00407,Individual,Faridabad,2023-05-31
CU00408,Individual,Gurgaon,2025-03-26
CU00409,Individual,Delhi,2024-01-17
CU00410,Individual,Gurgaon,2022-11-02
CU00411,Individual,Faridabad,2023-01-30
CU00412,Individual,Noida,2025-01-02
CU00413,Individual,Noida,2022-07-06
CU00414,Fleet,Faridabad,2023-09-15
CU00415,Individual,Noida,2023-12-31
CU00416,Individual,Ghaziabad,2022-08-28
CU00417,Individual,Delhi,2023-06-17
CU00418,Fleet,Delhi,2022-05-21
CU00419,Individual,Delhi,2022-05-19
CU00420,Individual,Noida,2023-04-04
CU00421,Individual,Noida,2022-03-11
CU00422,Fleet,Gurgaon,2023-01-20
CU00423,Individual,Gurgaon,2023-09-22
CU00424,Fleet,Delhi,2022-07-17
CU00425,Individual,Ghaziabad,2022-07-24
CU00426,Individual,Gurgaon,2023-07-22
CU00427,Individual,Gurgaon,2024-09-08
CU00428,Fleet,Noida,2024-03-15
CU00429,Individual,Ghaziabad,2024-05-08
CU00430,Individual,Delhi,2024-05-31
CU00431,Individual,Gurgaon,2024-08-31
CU00432,Fleet,Ghaziabad,2023-10-02
CU00433,Individual,Ghaziabad,2022-11-21
CU00434,Individual,Delhi,2023-03-18
CU00435,Individual,Ghaziabad,2024-03-14
CU00436,Fleet,Ghaziabad,2022-10-15
CU00437,Individual,Ghaziabad,2022-08-14
CU00438,Individual,Gurgaon,2024-12-23
CU00439,Fleet,Delhi,2024-08-24
CU00440,Individual,Ghaziabad,2024-07-26
CU00441,Individual,Ghaziabad,2023-07-14
CU00442,Individual,Gurgaon,2023-12-15
CU00443,Individual,Delhi,2023-05-13
CU00444,Individual,Noida,2024-04-28
CU00445,Fleet,Gurgaon,2024-07-14
CU00446,Individual,Delhi,2022-03-01
CU00447,Individual,Ghaziabad,2022-09-14
CU00448,Individual,Delhi,2023-07-31
CU00449,Individual,Delhi,2022-08-27
CU00450,Individual,Delhi,2022-02-07
CU00451,Individual,Noida,2022-01-25
CU00452,Individual,Delhi,2023-02-14
CU00453,Individual,Noida,2023-04-06
CU00454,Fleet,Ghaziabad,2024-09-14
CU00455,Individual,Noida,2022-12-23
CU00456,Individual,Ghaziabad,2023-01-18
CU00457,Individual,Ghaziabad,2025-03-27
CU00458,Individual,Noida,2023-07-23
CU00459,Individual,Gurgaon,2024-12-07
CU00460,Individual,Faridabad,2023-03-09
CU00461,Individual,Delhi,2022-02-25
CU00462,Fleet,Faridabad,2023-07-31
CU00463,Individual,Delhi,2022-09-25
CU00464,Individual,Delhi,2022-03-10
CU00465,Individual,Ghaziabad,2024-06-20
CU00466,Fleet,Delhi,2024-03-03
CU00467,Individual,Delhi,2022-09-14
CU00468,Individual,Noida,2023-11-03
CU00469,Individual,Faridabad,2023-05-05
CU00470,Individual,NOIDA,2024-01-16
CU00471,Individual,Delhi,2022-02-18
CU00472,Individual,Ghaziabad,2022-11-12
CU00473,Individual,Noida,2023-02-17
CU00474,Individual,Noida,2023-03-10
CU00475,Fleet,Gurgaon,2024-10-22
CU00476,Individual,Delhi,2025-03-14
CU00477,Individual,Ghaziabad,2023-02-24
CU00478,Individual,Noida,2024-04-23
CU00479,Fleet,Noida,2024-07-04
CU00480,Individual,Ghaziabad,2023-03-10
CU00481,Fleet,Delhi,2023-10-05
CU00482,Individual,Gurgaon,2022-02-26
CU00483,Individual,Noida,2024-08-21
CU00484,Individual,Gurgaon,2024-09-03
CU00485,Individual,FARIDABAD,2025-04-16
CU00486,Individual,Delhi,2022-02-15
CU00487,Individual,Faridabad,2025-04-08
CU00488,Fleet,Faridabad,2023-02-21
CU00489,Individual,Faridabad,2024-04-27
CU00490,Individual,Delhi,2022-05-19
CU00491,Individual,Delhi,2022-09-04
CU00492,Individual,Ghaziabad,2025-03-17
CU00493,Fleet,Gurgaon,2022-08-18
CU00494,Fleet,Gurgaon,2024-03-02
CU00495,Individual,Ghaziabad,2023-09-29
CU00496,Fleet,Ghaziabad,2023-01-09
CU00497,Individual,Faridabad,2025-01-08
CU00498,Individual,Ghaziabad,2024-01-08
CU00499,Individual,Noida,2024-12-24
CU00500,Individual,Gurgaon,2022-03-29
CU00501,Individual,Ghaziabad,2025-01-16
CU00502,Fleet,Noida,2023-12-14
CU00503,Individual,Noida,2025-05-12
CU00504,Fleet,Noida,2023-08-24
CU00505,Individual,Noida,2023-06-23
CU00506,Individual,Faridabad,2022-08-02
CU00507,Fleet,Noida,2022-03-15
CU00508,Individual,Faridabad,2022-03-02
CU00509,Individual,Faridabad,2023-11-29
CU00510,Individual,Noida,2025-05-27
CU00511,Individual,Gurgaon,2022-01-12
CU00512,Individual,Noida,2024-03-24
CU00513,Individual,Noida,2022-02-01
CU00514,Individual,Noida,2025-03-29
CU00515,Individual,Gurgaon,2024-09-27
CU00516,Individual,Delhi,2022-08-25
CU00517,Individual,Delhi,2025-04-19
CU00518,Individual,Faridabad,2023-07-12
CU00519,Individual,Faridabad,2025-01-08
CU00520,Fleet,Gurgaon,2023-10-09
CU00521,Fleet,Ghaziabad,2024-09-13
CU00522,Individual,Delhi,2024-03-30
CU00523,Individual,Faridabad,2023-04-18
CU00524,Individual,Delhi,2022-04-22
CU00525,Individual,Gurgaon,2023-01-18
CU00526,Individual,Gurgaon,2022-01-17
CU00527,Individual,Ghaziabad,2023-05-08
CU00528,Fleet,Ghaziabad,2024-07-14
CU00529,Individual,Gurgaon,2022-04-27
CU00530,Individual,Faridabad,2024-05-29
CU00531,Individual,Delhi,2022-04-25
CU00532,Individual,Noida,2024-03-24
CU00533,Individual,Ghaziabad,2023-10-06
CU00534,Individual,Noida,2022-12-02
CU00535,Fleet,Faridabad,2024-07-10
CU00536,Individual,Ghaziabad,2022-05-27
CU00537,Fleet,Noida,2022-05-02
CU00538,Fleet,Faridabad,2022-03-22
CU00539,Individual,DELHI,2023-11-16
CU00540,Individual,Faridabad,2023-10-24
CU00541,Individual,Ghaziabad,2023-01-10
CU00542,Fleet,Gurgaon,2022-03-04
CU00543,Fleet,Delhi,2023-05-19
CU00544,Individual,Noida,2023-10-30
CU00545,Fleet,Ghaziabad,2023-03-25
CU00546,Individual,Gurgaon,2024-05-17
CU00547,Individual,Faridabad,2023-11-11
CU00548,Individual,Gurgaon,2025-04-04
CU00549,Individual,Ghaziabad,2023-04-06
CU00550,Individual,Ghaziabad,2023-04-04
CU00551,Fleet,Gurgaon,2025-04-27
CU00552,Individual,Faridabad,2023-04-09
CU00553,Individual,GURGAON,2024-06-30
CU00554,Individual,Ghaziabad,2023-01-14
CU00555,Individual,Ghaziabad,2024-10-22
CU00556,Individual,Noida,2022-12-30
CU00557,Individual,Noida,2022-03-13
CU00558,Individual,Delhi,2023-09-30
CU00559,Fleet,Ghaziabad,2025-04-08
CU00560,Individual,Noida,2025-05-13
CU00561,Individual,Gurgaon,2022-12-03
CU00562,Individual,Faridabad,2022-07-14
CU00563,Fleet,Gurgaon,2024-10-08
CU00564,Individual,Faridabad,2023-10-15
CU00565,Individual,Noida,2022-01-07
CU00566,Individual,Delhi,2024-06-23
CU00567,Individual,Gurgaon,2024-09-05
CU00568,Fleet,Gurgaon,2023-07-20
CU00569,Individual,Gurgaon,2023-09-08
CU00570,Fleet,Faridabad,2023-07-27
CU00571,Individual,Noida,2023-08-22
CU00572,Fleet,Gurgaon,2024-02-09
CU00573,Individual,Gurgaon,2025-04-16
CU00574,Fleet,Delhi,2022-08-30
CU00575,Individual,Delhi,2025-05-11
CU00576,Individual,Noida,2025-01-08
CU00577,Individual,Noida,2024-02-05
CU00578,Individual,Ghaziabad,2023-01-19
CU00579,Fleet,Delhi,2023-01-26
CU00580,Individual,Ghaziabad,2024-06-14
CU00581,Individual,Faridabad,2023-11-19
CU00582,Individual,Ghaziabad,2025-02-23
CU00583,Individual,Gurgaon,2022-02-16
CU00584,Individual,Ghaziabad,2023-09-11
CU00585,Fleet,Noida,2023-04-09
CU00586,Individual,Faridabad,2022-05-03
CU00587,Individual,Gurgaon,2022-05-14
CU00588,Individual,Ghaziabad,2024-04-20
CU00589,Individual,Faridabad,2024-04-28
CU00590,Individual,Faridabad,2023-08-30
CU00591,Individual,Gurgaon,2022-01-23
CU00592,Fleet,Ghaziabad,2023-07-20
CU00593,Individual,Faridabad,2024-02-05
CU00594,Individual,Faridabad,2024-08-22
CU00595,Individual,Delhi,2022-08-23
CU00596,Individual,Faridabad,2024-09-22
CU00597,Fleet,Delhi,2024-12-18
CU00598,Individual,Ghaziabad,2025-04-02
CU00599,Individual,Ghaziabad,2024-04-05
CU00600,Fleet,Ghaziabad,2022-08-04
CU00601,Individual,Noida,2025-04-21
CU00602,Fleet,Ghaziabad,2023-10-19
CU00603,Individual,Faridabad,2024-07-23
CU00604,Individual,Gurgaon,2025-01-18
CU00605,Individual,Delhi,2022-11-07
CU00606,Individual,Noida,2023-07-11
CU00607,Individual,Ghaziabad,2024-08-29
CU00608,Individual,Ghaziabad,2022-09-14
CU00609,Individual,Gurgaon,2023-06-17
CU00610,Individual,Gurgaon,2022-02-21
CU00611,Fleet,Noida,2025-04-09
CU00612,Individual,DELHI,2024-12-26
CU00613,Individual,Ghaziabad,2022-10-27
CU00614,Individual,Noida,2023-11-03
CU00615,Individual,Faridabad,2024-02-17
CU00616,Individual,Faridabad,2024-04-11
CU00617,Individual,Noida,2022-08-20
CU00618,Individual,Ghaziabad,2024-09-01
CU00619,Individual,NOIDA,2024-12-27
CU00620,Fleet,GHAZIABAD,2022-01-28
CU00621,Fleet,Gurgaon,2024-12-10
CU00622,Individual,Noida,2023-08-14
CU00623,Individual,Ghaziabad,2024-02-24
CU00624,Individual,Noida,2023-09-12
CU00625,Fleet,Noida,2023-08-09
CU00626,Individual,Ghaziabad,2024-09-28
CU00627,Individual,Ghaziabad,2022-07-03
CU00628,Individual,Delhi,2024-11-12
CU00629,Fleet,Noida,2022-05-09
